id,INCOMING_DTTM,score_risco,abriu_rdr_48h
35,2025-10-16,97.2,1
31,2025-10-16,54.9,0
2457,2025-10-16,12.4,0
2835,2025-10-16,96.9,1
4683,2025-10-17,5.4,0
4419,2025-10-17,97.5,1
4499,2025-10-17,97.5,1
4500,2025-10-17,5.8,0
2569,2025-10-17,3.0,0
747,2025-10-17,23.3,0
4495,2025-10-17,10.6,0
4698,2025-10-17,93.5,0
5271,2025-10-17,19.3,0
4082,2025-10-17,5.1,0
400,2025-10-17,20.1,0
3859,2025-10-17,13.1,0
3953,2025-10-17,4.6,0
265,2025-10-17,30.9,1
99,2025-10-17,17.7,0
219,2025-10-17,11.2,1
3569,2025-10-17,3.2,0
1305,2025-10-17,17.1,0
1802,2025-10-17,6.9,0
265,2025-10-17,31.2,1
1305,2025-10-17,26.6,0
4816,2025-10-17,64.2,0
747,2025-10-17,26.4,0
5223,2025-10-17,3.2,0
4728,2025-10-17,6.0,0
2826,2025-10-17,96.2,1
3614,2025-10-17,8.5,0
708,2025-10-17,47.3,1
518,2025-10-17,17.6,0
4324,2025-10-17,6.0,0
3322,2025-10-17,39.1,0
1056,2025-10-17,9.6,0
3953,2025-10-17,7.9,0
2569,2025-10-17,6.1,0
1864,2025-10-17,18.6,0
2083,2025-10-17,96.2,1
5058,2025-10-17,97.0,1
4182,2025-10-17,2.6,0
1978,2025-10-17,32.4,1
547,2025-10-17,19.6,0
482,2025-10-17,23.8,0
1141,2025-10-17,17.6,0
1388,2025-10-17,21.3,0
482,2025-10-17,41.4,0
3554,2025-10-17,41.3,0
1978,2025-10-17,96.5,1
1383,2025-10-17,97.2,1
4182,2025-10-17,7.1,0
4182,2025-10-17,6.9,0
4926,2025-10-17,12.1,0
4605,2025-10-17,20.4,0
1307,2025-10-17,49.0,0
606,2025-10-17,30.9,0
2505,2025-10-17,95.9,1
2045,2025-10-17,96.1,1
735,2025-10-17,24.1,1
3617,2025-10-17,11.0,1
4082,2025-10-17,9.5,0
4182,2025-10-17,3.4,0
16,2025-10-17,16.6,0
1539,2025-10-17,17.4,1
917,2025-10-17,23.4,0
5058,2025-10-17,30.1,1
539,2025-10-17,96.7,1
4327,2025-10-17,13.6,0
4327,2025-10-17,10.6,0
4683,2025-10-17,5.2,0
3617,2025-10-17,96.6,1
16,2025-10-17,27.6,0
16,2025-10-17,15.9,0
1052,2025-10-17,97.0,1
1052,2025-10-17,51.3,1
2426,2025-10-17,37.2,0
1870,2025-10-17,46.1,0
708,2025-10-17,97.0,1
5028,2025-10-17,23.3,0
1383,2025-10-17,48.3,1
4182,2025-10-17,3.3,0
1383,2025-10-17,45.5,1
3814,2025-10-17,19.3,0
1539,2025-10-17,32.4,1
2505,2025-10-17,36.9,1
16,2025-10-17,17.0,0
2836,2025-10-17,31.1,0
5138,2025-10-17,97.3,1
4174,2025-10-17,18.6,0
4073,2025-10-17,20.8,0
1605,2025-10-17,95.9,0
1605,2025-10-17,33.2,0
3277,2025-10-17,33.3,0
3588,2025-10-17,6.1,0
5143,2025-10-17,6.8,0
5327,2025-10-17,12.4,0
5143,2025-10-17,6.7,0
5022,2025-10-17,4.4,0
4877,2025-10-17,97.4,1
5354,2025-10-17,95.3,1
391,2025-10-17,14.2,0
2441,2025-10-17,12.6,0
5143,2025-10-17,4.2,0
2441,2025-10-17,27.9,0
939,2025-10-17,32.5,0
2866,2025-10-17,18.1,0
2866,2025-10-17,17.3,0
3280,2025-10-17,12.6,0
2866,2025-10-17,26.0,0
630,2025-10-17,97.5,1
2441,2025-10-17,19.9,0
2441,2025-10-17,17.9,0
4952,2025-10-17,3.8,0
1337,2025-10-17,10.3,0
1088,2025-10-17,39.3,1
5022,2025-10-17,3.7,0
4944,2025-10-17,16.1,0
161,2025-10-17,97.1,1
269,2025-10-17,25.5,0
2836,2025-10-17,17.9,0
521,2025-10-17,95.1,1
2080,2025-10-17,96.8,1
687,2025-10-17,18.5,0
615,2025-10-17,96.7,1
4776,2025-10-17,10.6,0
2338,2025-10-17,30.4,0
4776,2025-10-17,5.8,0
749,2025-10-17,2.7,0
2843,2025-10-17,47.6,0
2089,2025-10-17,97.5,1
1549,2025-10-17,21.4,0
932,2025-10-17,22.8,0
4776,2025-10-17,8.9,0
1108,2025-10-17,95.7,1
3132,2025-10-17,96.0,1
3132,2025-10-17,47.6,1
3132,2025-10-17,46.6,1
3132,2025-10-17,45.7,1
3132,2025-10-17,34.2,1
625,2025-10-17,23.4,0
626,2025-10-17,18.8,0
266,2025-10-17,14.1,0
1356,2025-10-17,2.4,0
614,2025-10-17,12.3,0
1917,2025-10-17,12.3,0
4748,2025-10-17,19.0,0
265,2025-10-17,95.9,1
4317,2025-10-17,4.4,0
87,2025-10-17,37.2,0
2470,2025-10-17,97.5,1
4879,2025-10-17,11.5,0
4070,2025-10-17,21.2,0
3661,2025-10-17,96.8,1
2120,2025-10-17,17.9,0
3952,2025-10-17,37.1,0
3664,2025-10-17,28.8,1
2827,2025-10-17,12.1,0
3664,2025-10-17,39.1,1
2875,2025-10-17,19.8,1
4806,2025-10-17,24.1,0
1591,2025-10-17,28.4,0
5172,2025-10-17,22.6,0
2875,2025-10-17,96.2,1
3664,2025-10-17,26.4,1
4070,2025-10-17,13.4,0
4953,2025-10-17,19.3,0
1335,2025-10-17,97.1,1
1335,2025-10-17,52.0,1
4806,2025-10-17,28.7,0
2332,2025-10-17,36.2,0
4278,2025-10-17,35.9,0
3147,2025-10-17,2.0,0
493,2025-10-17,34.1,1
753,2025-10-17,14.1,0
753,2025-10-17,13.5,0
3297,2025-10-17,11.1,0
1337,2025-10-17,20.9,0
1839,2025-10-17,26.1,1
1288,2025-10-17,9.1,0
1088,2025-10-17,95.8,1
87,2025-10-17,51.2,0
2501,2025-10-17,19.3,0
1088,2025-10-17,24.0,1
4072,2025-10-17,12.8,0
2829,2025-10-17,97.1,1
2829,2025-10-17,17.0,1
3847,2025-10-17,11.1,0
3868,2025-10-17,19.5,0
2829,2025-10-17,16.6,1
3571,2025-10-17,97.2,1
1835,2025-10-17,97.5,1
4879,2025-10-17,13.4,0
3237,2025-10-17,39.1,1
5297,2025-10-17,8.3,0
4078,2025-10-17,5.1,0
2500,2025-10-17,2.7,0
2874,2025-10-17,12.1,0
2500,2025-10-17,3.8,0
2874,2025-10-17,10.2,0
63,2025-10-17,11.4,0
1551,2025-10-17,13.9,0
1103,2025-10-17,26.5,0
2045,2025-10-17,47.8,1
1103,2025-10-17,31.9,0
5327,2025-10-17,18.8,0
3868,2025-10-17,31.4,0
1320,2025-10-17,17.9,0
3532,2025-10-17,18.7,1
2896,2025-10-17,15.4,0
4975,2025-10-17,5.3,0
1439,2025-10-17,33.1,0
1439,2025-10-17,37.2,0
5187,2025-10-17,2.9,0
3772,2025-10-17,8.3,0
4658,2025-10-17,97.3,1
652,2025-10-17,96.3,1
4658,2025-10-17,61.6,1
3772,2025-10-17,8.4,0
3481,2025-10-17,10.6,0
2963,2025-10-17,96.6,1
4364,2025-10-17,46.6,0
5096,2025-10-17,6.0,0
4793,2025-10-17,35.8,0
1182,2025-10-17,16.9,1
323,2025-10-17,32.2,0
2533,2025-10-17,11.0,0
3984,2025-10-17,3.2,0
1908,2025-10-17,13.3,0
4115,2025-10-17,97.1,1
4115,2025-10-17,17.9,1
4115,2025-10-17,17.9,1
3987,2025-10-17,96.2,1
2533,2025-10-17,8.4,0
3984,2025-10-17,4.1,0
4567,2025-10-17,14.5,0
1667,2025-10-17,97.1,1
4990,2025-10-17,20.4,0
4567,2025-10-17,12.4,0
1440,2025-10-17,3.5,0
4567,2025-10-17,33.7,0
4717,2025-10-17,98.1,1
4567,2025-10-17,14.1,0
4667,2025-10-17,20.8,1
2535,2025-10-17,27.8,0
2705,2025-10-17,12.2,0
1321,2025-10-17,15.8,0
2210,2025-10-17,23.3,0
5240,2025-10-17,13.7,0
5410,2025-10-17,31.0,1
2210,2025-10-17,19.3,0
3498,2025-10-17,6.7,0
119,2025-10-17,18.3,0
427,2025-10-17,97.4,1
4667,2025-10-17,21.0,1
4667,2025-10-17,31.1,1
1490,2025-10-17,21.6,0
2896,2025-10-17,10.3,0
3372,2025-10-17,20.4,1
881,2025-10-17,31.8,0
427,2025-10-17,56.4,1
1721,2025-10-17,20.4,1
4114,2025-10-17,11.1,0
3735,2025-10-17,19.3,1
4221,2025-10-17,12.3,0
1795,2025-10-17,26.4,0
3485,2025-10-17,20.8,0
782,2025-10-17,28.8,0
5327,2025-10-17,12.1,0
3876,2025-10-17,11.9,0
24,2025-10-17,3.9,0
4868,2025-10-17,14.7,1
4868,2025-10-17,95.1,1
3386,2025-10-17,42.3,0
1176,2025-10-17,97.1,1
2605,2025-10-17,24.0,1
2605,2025-10-17,40.0,1
2605,2025-10-17,24.1,1
3180,2025-10-17,42.1,1
3026,2025-10-17,32.2,0
1661,2025-10-17,35.2,0
4018,2025-10-17,12.3,0
2979,2025-10-17,11.4,1
4662,2025-10-17,18.8,0
2986,2025-10-17,97.2,1
450,2025-10-17,6.5,0
5105,2025-10-17,92.3,1
3444,2025-10-17,20.8,0
3444,2025-10-17,19.3,0
1445,2025-10-17,53.3,1
4549,2025-10-17,29.4,0
3444,2025-10-17,17.9,0
3755,2025-10-17,4.7,0
667,2025-10-17,17.3,0
4011,2025-10-17,8.5,0
2531,2025-10-17,28.7,0
3445,2025-10-17,55.4,1
3444,2025-10-17,28.4,0
1445,2025-10-17,96.2,1
3009,2025-10-17,17.7,0
579,2025-10-17,93.5,1
5101,2025-10-17,44.7,0
2418,2025-10-17,41.2,0
3436,2025-10-17,26.2,0
4007,2025-10-17,17.5,0
3436,2025-10-17,23.1,0
4007,2025-10-17,28.7,0
2993,2025-10-17,95.1,1
2260,2025-10-17,6.2,0
2458,2025-10-17,12.4,0
3219,2025-10-17,97.2,1
4557,2025-10-17,6.5,0
580,2025-10-17,96.4,1
5187,2025-10-17,3.8,0
1764,2025-10-17,21.1,0
583,2025-10-17,97.0,1
3178,2025-10-17,37.0,1
245,2025-10-17,32.0,0
326,2025-10-17,44.5,1
3418,2025-10-17,34.4,0
587,2025-10-17,12.6,0
5153,2025-10-17,19.3,0
587,2025-10-17,12.4,0
587,2025-10-17,21.8,0
4387,2025-10-17,12.8,0
257,2025-10-17,9.3,0
1899,2025-10-17,26.7,0
1908,2025-10-17,13.5,0
74,2025-10-17,24.4,0
3457,2025-10-17,97.8,1
3459,2025-10-17,9.9,0
2102,2025-10-17,41.6,0
2979,2025-10-17,96.2,1
2979,2025-10-17,10.4,1
799,2025-10-17,19.7,0
1899,2025-10-17,22.0,0
2980,2025-10-17,26.2,0
1576,2025-10-17,17.4,0
1764,2025-10-17,16.7,0
4548,2025-10-17,10.6,0
3178,2025-10-17,46.0,1
4548,2025-10-17,13.6,0
4231,2025-10-17,11.8,0
4118,2025-10-17,8.7,0
2317,2025-10-17,30.9,0
1722,2025-10-17,97.1,1
1722,2025-10-17,39.4,1
3876,2025-10-17,13.6,0
1576,2025-10-17,30.9,0
4984,2025-10-17,17.7,0
3876,2025-10-17,18.2,0
3876,2025-10-17,11.7,0
5187,2025-10-17,2.9,0
3418,2025-10-17,50.5,0
4112,2025-10-17,19.3,0
5365,2025-10-17,95.8,1
4132,2025-10-17,48.9,0
5366,2025-10-17,9.3,0
3532,2025-10-17,20.2,1
458,2025-10-17,35.5,0
1518,2025-10-17,23.3,1
830,2025-10-17,33.0,0
3532,2025-10-17,97.0,1
4884,2025-10-17,14.9,0
830,2025-10-17,58.2,0
4923,2025-10-17,8.2,0
2591,2025-10-17,97.0,1
2591,2025-10-17,41.1,1
2167,2025-10-17,97.2,1
2590,2025-10-17,17.8,0
4876,2025-10-17,3.8,0
3701,2025-10-17,51.2,0
4672,2025-10-17,25.2,1
294,2025-10-17,17.0,0
1508,2025-10-17,97.2,1
2285,2025-10-17,24.0,0
823,2025-10-17,38.7,1
881,2025-10-17,34.4,0
2423,2025-10-17,13.6,1
2592,2025-10-17,19.3,1
457,2025-10-17,17.5,1
2592,2025-10-17,95.9,1
823,2025-10-17,45.8,1
2592,2025-10-17,31.4,1
3348,2025-10-17,22.9,0
1894,2025-10-17,97.2,1
2167,2025-10-17,43.9,1
5290,2025-10-17,14.2,0
1508,2025-10-17,38.0,1
1508,2025-10-17,38.5,1
2247,2025-10-17,38.3,0
2423,2025-10-17,16.0,1
2741,2025-10-17,95.8,1
4876,2025-10-17,13.6,0
1521,2025-10-17,10.9,0
2902,2025-10-17,12.8,0
5349,2025-10-17,97.4,1
2510,2025-10-17,24.0,0
5386,2025-10-17,15.6,1
55,2025-10-17,4.3,0
2642,2025-10-17,13.4,0
5386,2025-10-17,93.3,1
153,2025-10-17,12.1,0
2553,2025-10-17,26.0,0
1049,2025-10-17,14.0,0
1611,2025-10-17,11.0,0
2896,2025-10-17,11.9,0
2896,2025-10-17,13.3,0
153,2025-10-17,15.6,0
5075,2025-10-17,30.7,0
55,2025-10-17,8.4,0
2303,2025-10-17,36.4,0
4059,2025-10-17,17.1,0
2586,2025-10-17,16.3,0
2586,2025-10-17,23.0,0
1954,2025-10-17,97.2,1
52,2025-10-17,33.3,0
3801,2025-10-17,11.1,0
1565,2025-10-17,96.8,1
1978,2025-10-17,36.0,1
3801,2025-10-17,10.8,0
2586,2025-10-17,13.6,0
2799,2025-10-17,3.1,0
3688,2025-10-17,95.9,1
2585,2025-10-17,96.5,1
962,2025-10-17,32.1,0
4704,2025-10-17,96.0,1
2247,2025-10-17,38.6,0
2423,2025-10-17,18.6,1
823,2025-10-17,94.7,1
5009,2025-10-17,10.6,0
1902,2025-10-17,4.6,0
278,2025-10-17,31.3,1
2108,2025-10-17,97.0,1
20,2025-10-17,26.6,0
3717,2025-10-17,30.6,0
3367,2025-10-17,7.5,0
3514,2025-10-17,15.9,0
3367,2025-10-17,9.6,0
3516,2025-10-17,23.6,0
3361,2025-10-17,16.5,0
353,2025-10-17,5.0,0
2112,2025-10-17,33.6,0
5409,2025-10-17,33.2,0
303,2025-10-17,10.2,0
3367,2025-10-17,7.2,0
5178,2025-10-17,6.8,0
5178,2025-10-17,10.9,0
2939,2025-10-17,39.3,1
1168,2025-10-17,95.2,1
3505,2025-10-17,47.1,1
3505,2025-10-17,97.6,1
986,2025-10-17,97.4,1
2353,2025-10-17,24.0,0
23,2025-10-17,32.2,0
346,2025-10-17,96.6,1
23,2025-10-17,23.7,0
3370,2025-10-17,21.8,0
602,2025-10-17,28.6,0
5000,2025-10-17,96.1,1
4840,2025-10-17,10.6,0
2108,2025-10-17,41.3,1
2939,2025-10-17,97.2,1
3782,2025-10-17,97.1,1
2636,2025-10-17,9.0,0
2204,2025-10-17,16.9,0
3618,2025-10-17,24.1,0
5367,2025-10-17,18.6,0
5367,2025-10-17,14.3,0
767,2025-10-17,97.5,1
4965,2025-10-17,2.6,0
4401,2025-10-17,3.4,0
113,2025-10-17,96.8,1
603,2025-10-17,12.1,1
4684,2025-10-17,12.9,0
4684,2025-10-17,22.6,0
1571,2025-10-17,2.2,0
113,2025-10-17,30.6,1
2917,2025-10-17,96.9,1
3525,2025-10-17,50.7,0
1154,2025-10-17,22.7,0
264,2025-10-17,12.4,0
2028,2025-10-17,47.6,1
5009,2025-10-17,13.6,0
670,2025-10-17,96.8,1
4336,2025-10-17,6.3,0
2109,2025-10-17,95.7,1
1571,2025-10-17,2.8,0
2917,2025-10-17,43.3,1
4705,2025-10-17,4.3,0
3524,2025-10-17,19.9,0
4684,2025-10-17,19.5,0
264,2025-10-17,6.9,0
4890,2025-10-18,18.7,0
3876,2025-10-18,8.9,0
917,2025-10-18,6.0,0
3196,2025-10-18,21.6,0
2389,2025-10-18,26.5,0
3876,2025-10-18,8.2,0
2396,2025-10-18,82.2,1
5028,2025-10-18,14.0,0
1735,2025-10-18,8.6,0
2285,2025-10-18,18.5,0
1325,2025-10-18,26.4,1
4684,2025-10-18,14.5,0
3237,2025-10-18,79.6,1
884,2025-10-18,18.4,0
3237,2025-10-18,22.1,1
293,2025-10-18,80.3,1
4684,2025-10-18,18.7,0
4685,2025-10-18,8.2,0
3237,2025-10-18,34.8,1
580,2025-10-18,18.9,0
4182,2025-10-18,6.0,0
2605,2025-10-18,20.5,1
4243,2025-10-18,19.4,1
2535,2025-10-18,20.1,0
1175,2025-10-18,33.7,0
3735,2025-10-18,79.9,1
1721,2025-10-18,76.2,1
1172,2025-10-18,34.9,0
4355,2025-10-18,25.4,0
5401,2025-10-18,20.7,0
1168,2025-10-18,21.0,1
600,2025-10-18,24.3,0
2353,2025-10-18,18.6,0
3718,2025-10-18,80.3,1
4338,2025-10-18,28.7,0
603,2025-10-18,16.1,1
3524,2025-10-18,12.4,0
603,2025-10-18,78.9,1
3525,2025-10-18,78.1,1
4965,2025-10-18,4.3,0
4965,2025-10-18,3.0,0
2074,2025-10-18,3.3,0
2605,2025-10-18,33.8,1
2605,2025-10-18,80.1,1
4243,2025-10-18,79.4,1
193,2025-10-18,11.9,0
3757,2025-10-18,79.4,1
4383,2025-10-18,3.1,0
4769,2025-10-18,31.1,0
1204,2025-10-18,84.4,1
1200,2025-10-18,35.9,1
326,2025-10-18,80.3,1
3445,2025-10-18,80.8,1
4711,2025-10-18,28.8,0
4376,2025-10-18,13.6,0
4376,2025-10-18,22.7,0
5366,2025-10-18,9.0,0
1908,2025-10-18,10.7,0
3468,2025-10-18,24.1,0
2533,2025-10-18,6.2,0
3480,2025-10-18,72.9,1
1182,2025-10-18,12.8,1
1182,2025-10-18,80.3,1
1182,2025-10-18,5.3,1
2533,2025-10-18,7.4,0
2535,2025-10-18,22.6,0
1024,2025-10-18,11.3,0
3485,2025-10-18,4.9,0
3468,2025-10-18,39.6,0
1006,2025-10-18,11.3,0
1150,2025-10-18,24.5,0
5285,2025-10-18,9.2,0
636,2025-10-18,23.8,1
1699,2025-10-18,42.9,1
1699,2025-10-18,34.9,1
632,2025-10-18,37.6,0
4952,2025-10-18,2.5,0
4316,2025-10-18,42.2,0
2565,2025-10-18,19.2,0
4292,2025-10-18,82.5,1
2091,2025-10-18,11.0,0
3588,2025-10-18,5.4,0
3588,2025-10-18,7.8,0
1075,2025-10-18,73.7,1
2196,2025-10-18,81.4,1
2196,2025-10-18,16.3,1
4748,2025-10-18,6.0,0
3634,2025-10-18,23.7,0
616,2025-10-18,11.9,0
1092,2025-10-18,38.4,0
1092,2025-10-18,35.5,0
2569,2025-10-18,2.8,0
3617,2025-10-18,8.5,0
5172,2025-10-18,19.4,0
3664,2025-10-18,79.6,1
1061,2025-10-18,8.9,0
1061,2025-10-18,9.1,0
5285,2025-10-18,8.8,0
1679,2025-10-18,83.8,1
640,2025-10-18,8.0,1
640,2025-10-18,77.9,1
1049,2025-10-18,11.8,0
1049,2025-10-18,17.7,0
4330,2025-10-18,81.2,1
4330,2025-10-18,54.0,1
4271,2025-10-18,15.0,0
4926,2025-10-18,11.0,0
5285,2025-10-18,6.3,0
1141,2025-10-18,12.2,0
4327,2025-10-18,9.3,0
4327,2025-10-18,10.5,0
3562,2025-10-18,57.0,0
4324,2025-10-18,4.6,0
4324,2025-10-18,4.7,0
636,2025-10-18,18.6,1
636,2025-10-18,78.9,1
3569,2025-10-18,2.9,0
3569,2025-10-18,2.9,0
1699,2025-10-18,77.7,1
4327,2025-10-18,7.9,0
3860,2025-10-18,77.7,1
2314,2025-10-18,81.2,1
579,2025-10-18,32.8,0
945,2025-10-18,13.0,0
1288,2025-10-18,5.5,0
2300,2025-10-18,80.9,1
2300,2025-10-18,12.4,1
5404,2025-10-18,30.3,0
99,2025-10-18,5.5,0
5356,2025-10-18,34.0,0
4193,2025-10-18,8.9,0
4193,2025-10-18,8.7,0
4193,2025-10-18,11.8,0
544,2025-10-18,76.4,1
2656,2025-10-18,15.8,0
5404,2025-10-18,13.3,0
547,2025-10-18,23.0,0
547,2025-10-18,14.2,0
3818,2025-10-18,34.6,0
4194,2025-10-18,12.9,0
3327,2025-10-18,81.0,1
958,2025-10-18,74.4,1
4407,2025-10-18,82.0,1
1283,2025-10-18,2.3,0
2501,2025-10-18,14.0,0
4900,2025-10-18,81.6,1
939,2025-10-18,28.6,0
3277,2025-10-18,12.5,0
4182,2025-10-18,9.0,0
3855,2025-10-18,80.4,1
4182,2025-10-18,5.9,0
3246,2025-10-18,12.0,0
219,2025-10-18,81.0,1
919,2025-10-18,80.4,1
3248,2025-10-18,3.1,0
3248,2025-10-18,3.2,0
3248,2025-10-18,2.5,0
4896,2025-10-18,28.9,0
2647,2025-10-18,80.4,1
3249,2025-10-18,80.4,1
5022,2025-10-18,4.1,0
5022,2025-10-18,4.8,0
5022,2025-10-18,4.7,0
931,2025-10-18,22.2,0
5354,2025-10-18,29.8,0
3264,2025-10-18,17.4,0
3267,2025-10-18,12.6,1
4189,2025-10-18,78.1,1
3836,2025-10-18,15.4,0
3836,2025-10-18,12.5,0
3250,2025-10-18,16.4,0
2314,2025-10-18,45.5,1
2642,2025-10-18,8.5,0
4204,2025-10-18,49.8,0
1652,2025-10-18,32.8,0
1249,2025-10-18,36.3,1
1249,2025-10-18,29.7,1
1795,2025-10-18,22.1,0
2630,2025-10-18,17.5,0
3772,2025-10-18,6.5,0
2103,2025-10-18,80.8,1
122,2025-10-18,38.2,0
3398,2025-10-18,80.4,1
4990,2025-10-18,12.2,0
4990,2025-10-18,15.3,0
4709,2025-10-18,14.0,0
3404,2025-10-18,7.9,0
1726,2025-10-18,39.0,0
4985,2025-10-18,17.2,0
4913,2025-10-18,9.1,0
3771,2025-10-18,80.6,1
3771,2025-10-18,45.8,1
1820,2025-10-18,42.5,0
3766,2025-10-18,79.8,1
667,2025-10-18,17.8,0
987,2025-10-18,37.8,1
3372,2025-10-18,12.2,1
3372,2025-10-18,81.2,1
3372,2025-10-18,14.4,1
1932,2025-10-18,22.1,0
110,2025-10-18,13.4,0
110,2025-10-18,22.8,0
3346,2025-10-18,81.8,1
3349,2025-10-18,18.6,0
3349,2025-10-18,14.0,0
2058,2025-10-18,4.4,0
2058,2025-10-18,3.0,0
2058,2025-10-18,7.8,0
971,2025-10-18,10.7,0
2642,2025-10-18,10.3,0
4401,2025-10-18,3.0,0
2636,2025-10-18,6.6,0
2636,2025-10-18,6.8,0
3796,2025-10-18,18.1,0
1262,2025-10-18,78.0,1
3365,2025-10-18,35.6,0
3790,2025-10-18,31.4,1
3790,2025-10-18,24.3,1
3370,2025-10-18,13.6,0
2210,2025-10-18,18.6,0
4999,2025-10-18,14.3,0
116,2025-10-18,39.4,0
493,2025-10-18,80.1,1
4973,2025-10-18,80.0,1
4840,2025-10-18,9.3,0
1392,2025-10-18,25.1,1
5113,2025-10-18,29.7,0
2457,2025-10-18,9.2,0
3153,2025-10-18,6.1,0
2886,2025-10-18,76.9,1
1356,2025-10-18,2.2,0
2800,2025-10-18,35.4,0
4068,2025-10-18,23.1,0
1864,2025-10-18,35.1,0
1778,2025-10-18,38.4,0
5343,2025-10-18,19.7,0
782,2025-10-18,32.8,0
4514,2025-10-18,19.4,0
14,2025-10-18,26.2,1
4495,2025-10-18,7.9,0
14,2025-10-18,72.3,1
439,2025-10-18,80.1,1
842,2025-10-18,18.8,0
842,2025-10-18,17.9,0
2730,2025-10-18,20.0,0
1539,2025-10-18,76.5,1
4114,2025-10-18,9.5,0
4114,2025-10-18,10.3,0
5418,2025-10-18,11.7,0
3122,2025-10-18,8.4,0
735,2025-10-18,79.9,1
5418,2025-10-18,4.6,0
735,2025-10-18,18.9,1
5418,2025-10-18,7.2,0
1392,2025-10-18,24.0,1
435,2025-10-18,80.2,1
1392,2025-10-18,10.8,1
1392,2025-10-18,39.1,1
29,2025-10-18,28.6,1
3962,2025-10-18,28.6,0
1351,2025-10-18,24.0,0
1351,2025-10-18,32.2,0
2990,2025-10-18,20.7,0
4663,2025-10-18,83.9,1
4072,2025-10-18,10.8,0
4072,2025-10-18,8.9,0
2016,2025-10-18,76.4,1
3103,2025-10-18,25.1,0
2431,2025-10-18,13.3,0
4520,2025-10-18,36.2,0
3111,2025-10-18,33.9,0
4118,2025-10-18,7.0,0
2874,2025-10-18,9.0,0
2874,2025-10-18,8.0,0
2874,2025-10-18,7.4,0
28,2025-10-18,27.0,0
4884,2025-10-18,34.3,0
55,2025-10-18,6.8,0
55,2025-10-18,6.8,0
1544,2025-10-18,77.4,1
1472,2025-10-18,82.2,1
2442,2025-10-18,14.9,0
55,2025-10-18,4.5,0
2229,2025-10-18,6.8,0
2229,2025-10-18,6.7,0
4661,2025-10-18,15.0,0
1544,2025-10-18,23.8,1
2735,2025-10-18,79.6,1
5054,2025-10-18,78.3,1
1380,2025-10-18,8.6,0
3952,2025-10-18,18.6,0
4059,2025-10-18,15.9,0
4045,2025-10-18,84.4,1
230,2025-10-18,77.2,1
230,2025-10-18,42.4,1
5178,2025-10-18,8.3,0
2040,2025-10-18,9.5,0
2423,2025-10-18,81.2,1
4047,2025-10-18,28.8,1
2247,2025-10-18,37.6,0
4047,2025-10-18,79.4,1
4047,2025-10-18,19.4,1
1999,2025-10-18,8.7,0
230,2025-10-18,55.2,1
479,2025-10-18,14.0,0
2923,2025-10-18,6.5,0
2923,2025-10-18,10.5,0
1571,2025-10-18,4.7,0
1571,2025-10-18,3.8,0
768,2025-10-18,6.2,0
1571,2025-10-18,2.4,0
1999,2025-10-18,8.9,0
4103,2025-10-18,10.4,0
264,2025-10-18,5.5,0
5128,2025-10-18,79.7,1
1518,2025-10-18,14.0,1
1518,2025-10-18,79.9,1
1518,2025-10-18,17.6,1
2423,2025-10-18,11.9,1
264,2025-10-18,9.2,0
1562,2025-10-18,71.6,0
2799,2025-10-18,5.5,0
2714,2025-10-18,18.6,0
59,2025-10-18,24.3,0
5418,2025-10-18,7.3,0
4641,2025-10-18,81.2,1
2471,2025-10-18,13.5,1
735,2025-10-18,19.9,1
4500,2025-10-18,4.7,0
4674,2025-10-18,8.9,0
4674,2025-10-18,15.3,0
4674,2025-10-18,14.4,0
2947,2025-10-18,26.3,0
5410,2025-10-18,47.1,1
5410,2025-10-18,80.2,1
2243,2025-10-18,80.6,1
3147,2025-10-18,1.9,0
2896,2025-10-18,8.3,0
69,2025-10-18,34.1,0
2255,2025-10-18,9.6,0
2896,2025-10-18,7.5,0
858,2025-10-18,8.8,0
4509,2025-10-18,9.6,0
4578,2025-10-18,20.4,0
4500,2025-10-18,11.0,0
3127,2025-10-18,15.9,0
4834,2025-10-18,15.3,0
230,2025-10-18,39.1,1
2931,2025-10-18,25.4,0
4834,2025-10-18,24.9,0
2902,2025-10-18,10.1,0
1748,2025-10-18,79.9,1
2177,2025-10-18,37.5,0
4827,2025-10-18,16.3,0
2896,2025-10-18,11.1,0
29,2025-10-18,79.6,1
1518,2025-10-18,18.6,1
280,2025-10-18,31.2,0
4125,2025-10-18,81.1,1
5096,2025-10-18,4.7,0
5038,2025-10-18,38.2,0
5144,2025-10-18,27.7,0
455,2025-10-18,19.8,0
1765,2025-10-18,16.2,0
4125,2025-10-18,51.1,1
353,2025-10-18,6.6,0
2025,2025-10-18,12.8,0
42,2025-10-18,17.8,1
4625,2025-10-18,80.3,1
42,2025-10-18,33.1,1
42,2025-10-18,30.2,1
3984,2025-10-18,2.8,0
457,2025-10-18,78.5,1
3178,2025-10-18,80.3,1
3175,2025-10-18,15.7,1
278,2025-10-18,18.5,1
2829,2025-10-18,6.8,0
2028,2025-10-18,80.3,1
3187,2025-10-18,6.8,0
4548,2025-10-18,7.9,0
3180,2025-10-18,79.6,1
3180,2025-10-18,37.5,1
1764,2025-10-18,14.2,0
3984,2025-10-18,3.4,0
278,2025-10-18,79.1,1
2411,2025-10-18,23.0,0
278,2025-10-18,29.4,1
4076,2025-10-18,17.9,0
1440,2025-10-18,3.7,0
4805,2025-10-18,8.4,0
